groupins for DFSP,Sex,"Race and origin recode (NHW, NHB, NHAIAN, NHAPI, Hispanic)",Year of diagnosis sebaceous carcinoma,SEER registry,Age-Adjusted Rate,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Count,Rate Ratio,Ratio Lower Confidence Interval,Ratio Upper Confidence Interval,Ratio P-Value,Population
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,1.72,0, , , , ,216526
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,3.04,0, , , , ,122234
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,16.59,0, , , , ,22247
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,0.78,0, , , , ,469298
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,14.16,0, , , , ,26803
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,5.07,0, , , , ,74765
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,1474.46,0, , , , ,556
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,0.77,0, , , , ,492724
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,19.02,0, , , , ,22039
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,3.75,0, , , , ,101642
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,6.7,0, , , , ,55055
0-19,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,8.54,0, , , , ,46267
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.14,0, , , , ,2684888
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,0.82,0, , , , ,447140
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0,~,0,0.15,0, , , , ,2494315
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,1.69,0, , , , ,219058
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,4.71,0, , , , ,80532
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.25,0, , , , ,1498730
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,1.13,0, , , , ,324182
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0,~,0,0.53,0, , , , ,689441
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0,~,0,0.21,0, , , , ,1751215
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0,~,0,0.12,0, , , , ,3190525
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,177.33,0, , , , ,2227
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0,~,0,0.06,0, , , , ,5872295
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,1.89,0, , , , ,194053
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,1.64,0, , , , ,222534
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0,~,0,0.17,0, , , , ,2193538
0-19,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,1.01,0, , , , ,373311
0-19,Female,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,0,~,0,0.11,0, , , , ,3276903
0-19,Female,Hispanic (All Races),2000-2021,Connecticut,0,~,0,0.19,0, , , , ,1896337
0-19,Female,Hispanic (All Races),2000-2021,Hawaii,0,~,0,0.68,0, , , , ,536259
0-19,Female,Hispanic (All Races),2000-2021,Iowa,0,~,0,0.51,0, , , , ,717244
0-19,Female,Hispanic (All Races),2000-2021,New Mexico,0,~,0,0.11,0, , , , ,3477361
0-19,Female,Hispanic (All Races),2000-2021,Seattle (Puget Sound),0,~,0,0.21,0, , , , ,1704171
0-19,Female,Hispanic (All Races),2000-2021,Utah,0,~,0,0.23,0, , , , ,1589250
0-19,Female,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,0.23,0, , , , ,1600650
0-19,Female,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,12.01,0, , , , ,32925
0-19,Female,Hispanic (All Races),2000-2021,San Jose-Monterey,0,~,0,0.12,0, , , , ,3156773
0-19,Female,Hispanic (All Races),2000-2021,Los Angeles,0,~,0,0.02,0, , , , ,17333824
0-19,Female,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,22.57,0, , , , ,16381
0-19,Female,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0,0,0,0.02,1, , , , ,30669195
0-19,Female,Hispanic (All Races),2000-2021,Kentucky,0,~,0,0.67,0, , , , ,551068
0-19,Female,Hispanic (All Races),2000-2021,Louisiana,0,~,0,0.54,0, , , , ,666958
0-19,Female,Hispanic (All Races),2000-2021,New Jersey,0,~,0,0.07,0, , , , ,5495268
0-19,Female,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,0.2,0, , , , ,1777434
0-19,Female,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,0, , , , ,0
0-19,Female,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.08,0, , , , ,4949045
20-29,Male and female,Non-Hispanic White,2000-2021,Connecticut,0,~,0,0.06,0, , , , ,5969482
20-29,Male and female,Non-Hispanic White,2000-2021,Hawaii,0,~,0,0.39,0, , , , ,942358
20-29,Male and female,Non-Hispanic White,2000-2021,Iowa,0,~,0,0.05,0, , , , ,7636785
20-29,Male and female,Non-Hispanic White,2000-2021,New Mexico,0,~,0,0.18,0, , , , ,2002940
20-29,Male and female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),0,~,0,0.04,0, , , , ,9695901
20-29,Male and female,Non-Hispanic White,2000-2021,Utah,0,~,0,0.05,0, , , , ,8125546
20-29,Male and female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),0,~,0,0.09,0, , , , ,3989564
20-29,Male and female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic White,2000-2021,San Jose-Monterey,0,~,0,0.14,0, , , , ,2589709
20-29,Male and female,Non-Hispanic White,2000-2021,Los Angeles,0,~,0,0.05,0, , , , ,8121021
20-29,Male and female,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,2.55,0, , , , ,145041
20-29,Male and female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,0,0,0,0.02,1, , , , ,26139694
20-29,Male and female,Non-Hispanic White,2000-2021,Kentucky,0,~,0,0.03,0, , , , ,10823382
20-29,Male and female,Non-Hispanic White,2000-2021,Louisiana,0,~,0,0.05,0, , , , ,8105236
20-29,Male and female,Non-Hispanic White,2000-2021,New Jersey,0.01,0.01,0,0.04,1, , , , ,12339702
20-29,Male and female,Non-Hispanic White,2000-2021,Greater Georgia,0,~,0,0.03,0, , , , ,11085454
20-29,Male and female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.31,0, , , , ,1192653
20-29,Male and female,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,0.31,0, , , , ,1202037
20-29,Male and female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,2.1,0, , , , ,176290
20-29,Male and female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,0.89,0, , , , ,420530
20-29,Male and female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,2.31,0, , , , ,160467
20-29,Male and female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0,~,0,0.39,0, , , , ,955014
20-29,Male and female,Non-Hispanic Black,2000-2021,Utah,0,~,0,2.56,0, , , , ,145161
20-29,Male and female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0,~,0,0.08,0, , , , ,4651472
20-29,Male and female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,1.5,0, , , , ,245816
20-29,Male and female,Non-Hispanic Black,2000-2021,Los Angeles,0,~,0,0.13,0, , , , ,2809204
20-29,Male and female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,2.43,0, , , , ,151944
20-29,Male and female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0,~,0,0.1,0, , , , ,3766092
20-29,Male and female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,0.3,0, , , , ,1257541
20-29,Male and female,Non-Hispanic Black,2000-2021,Louisiana,0,~,0,0.07,0, , , , ,5147338
20-29,Male and female,Non-Hispanic Black,2000-2021,New Jersey,0,~,0,0.1,0, , , , ,3799645
20-29,Male and female,Non-Hispanic Black,2000-2021,Greater Georgia,0,~,0,0.07,0, , , , ,5359914
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,7.57,0, , , , ,48959
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,13.98,0, , , , ,26430
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,22.14,0, , , , ,16784
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,10.33,0, , , , ,36145
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,0.57,0, , , , ,651881
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,1.59,0, , , , ,231967
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,2.99,0, , , , ,123862
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,13.84,0, , , , ,26660
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,0.93,0, , , , ,396138
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,11.74,0, , , , ,31526
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,4.06,0, , , , ,91143
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,627.35,0, , , , ,591
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,0.72,0, , , , ,513155
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,12.54,0, , , , ,29459
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,3.64,0, , , , ,101665
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,7.56,0, , , , ,48838
20-29,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,7.06,0, , , , ,52360
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.11,0, , , , ,3597020
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,0.72,0, , , , ,526042
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0.04,0.04,0,0.22,1, , , , ,2602062
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,1.13,0, , , , ,330982
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,3.31,0, , , , ,112270
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.19,0, , , , ,2020528
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,0.89,0, , , , ,416824
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0,~,0,0.44,0, , , , ,849461
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0,~,0,0.18,0, , , , ,2124642
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0,~,0,0.08,0, , , , ,4630933
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,226.29,0, , , , ,1632
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0,~,0,0.05,0, , , , ,7051932
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,1.61,0, , , , ,229955
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,1.2,0, , , , ,308027
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0,~,0,0.17,0, , , , ,2281853
20-29,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,0.97,0, , , , ,380657
20-29,Male and female,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,0,~,0,0.1,0, , , , ,3561212
20-29,Male and female,Hispanic (All Races),2000-2021,Connecticut,0,~,0,0.2,0, , , , ,1819834
20-29,Male and female,Hispanic (All Races),2000-2021,Hawaii,0,~,0,0.77,0, , , , ,480560
20-29,Male and female,Hispanic (All Races),2000-2021,Iowa,0,~,0,0.61,0, , , , ,606368
20-29,Male and female,Hispanic (All Races),2000-2021,New Mexico,0,~,0,0.12,0, , , , ,3165617
20-29,Male and female,Hispanic (All Races),2000-2021,Seattle (Puget Sound),0.06,0.06,0,0.33,1, , , , ,1663698
20-29,Male and female,Hispanic (All Races),2000-2021,Utah,0,~,0,0.26,0, , , , ,1416857
20-29,Male and female,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,0.23,0, , , , ,1641956
20-29,Male and female,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,19.12,0, , , , ,19405
20-29,Male and female,Hispanic (All Races),2000-2021,San Jose-Monterey,0,~,0,0.12,0, , , , ,3150448
20-29,Male and female,Hispanic (All Races),2000-2021,Los Angeles,0.01,0.01,0,0.03,1, , , , ,17757763
20-29,Male and female,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,21.67,0, , , , ,17127
20-29,Male and female,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0,~,0,0.01,0, , , , ,28296674
20-29,Male and female,Hispanic (All Races),2000-2021,Kentucky,0,~,0,0.69,0, , , , ,537345
20-29,Male and female,Hispanic (All Races),2000-2021,Louisiana,0,~,0,0.49,0, , , , ,747626
20-29,Male and female,Hispanic (All Races),2000-2021,New Jersey,0,~,0,0.07,0, , , , ,5679085
20-29,Male and female,Hispanic (All Races),2000-2021,Greater Georgia,0.06,0.06,0,0.33,1, , , , ,1717982
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,1, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,0, , , , ,0
20-29,Male and female,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,0, , , , ,0
20-29,Male,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.15,0, , , , ,2515978
20-29,Male,Non-Hispanic White,2000-2021,Connecticut,0,~,0,0.12,0, , , , ,3045201
20-29,Male,Non-Hispanic White,2000-2021,Hawaii,0,~,0,0.66,0, , , , ,556228
20-29,Male,Non-Hispanic White,2000-2021,Iowa,0,~,0,0.1,0, , , , ,3888248
20-29,Male,Non-Hispanic White,2000-2021,New Mexico,0,~,0,0.35,0, , , , ,1045775
20-29,Male,Non-Hispanic White,2000-2021,Seattle (Puget Sound),0,~,0,0.07,0, , , , ,4999095
20-29,Male,Non-Hispanic White,2000-2021,Utah,0,~,0,0.09,0, , , , ,4100177
20-29,Male,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),0,~,0,0.19,0, , , , ,2005755
20-29,Male,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
20-29,Male,Non-Hispanic White,2000-2021,San Jose-Monterey,0,~,0,0.27,0, , , , ,1373041
20-29,Male,Non-Hispanic White,2000-2021,Los Angeles,0,~,0,0.09,0, , , , ,4129022
20-29,Male,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,5,0, , , , ,73883
20-29,Male,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,0,~,0,0.03,0, , , , ,13630612
20-29,Male,Non-Hispanic White,2000-2021,Kentucky,0,~,0,0.07,0, , , , ,5453145
20-29,Male,Non-Hispanic White,2000-2021,Louisiana,0,~,0,0.09,0, , , , ,4079914
20-29,Male,Non-Hispanic White,2000-2021,New Jersey,0,~,0,0.06,0, , , , ,6287270
20-29,Male,Non-Hispanic White,2000-2021,Greater Georgia,0,~,0,0.07,0, , , , ,5608848
20-29,Male,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.63,0, , , , ,583548
20-29,Male,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,0.61,0, , , , ,602317
20-29,Male,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,3.33,0, , , , ,111620
20-29,Male,Non-Hispanic Black,2000-2021,Iowa,0,~,0,1.64,0, , , , ,228219
20-29,Male,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,3.96,0, , , , ,93861
20-29,Male,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0,~,0,0.72,0, , , , ,513367
20-29,Male,Non-Hispanic Black,2000-2021,Utah,0,~,0,4.36,0, , , , ,84867
20-29,Male,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0,~,0,0.17,0, , , , ,2168994
20-29,Male,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
20-29,Male,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,2.68,0, , , , ,137417
20-29,Male,Non-Hispanic Black,2000-2021,Los Angeles,0,~,0,0.27,0, , , , ,1356611
20-29,Male,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,4.76,0, , , , ,77666
20-29,Male,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0,~,0,0.18,0, , , , ,2050173
20-29,Male,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,0.57,0, , , , ,654824
20-29,Male,Non-Hispanic Black,2000-2021,Louisiana,0,~,0,0.15,0, , , , ,2485166
20-29,Male,Non-Hispanic Black,2000-2021,New Jersey,0,~,0,0.2,0, , , , ,1872657
20-29,Male,Non-Hispanic Black,2000-2021,Greater Georgia,0,~,0,0.14,0, , , , ,2631684
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,15.38,0, , , , ,24112
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,26.51,0, , , , ,13947
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,38.97,0, , , , ,9795
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,20.64,0, , , , ,18229
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,1.14,0, , , , ,325173
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,3.17,0, , , , ,116548
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,5.9,0, , , , ,62750
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,28.85,0, , , , ,12792
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,1.81,0, , , , ,204501
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,22.44,0, , , , ,16470
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,8.38,0, , , , ,44145
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,1250.69,0, , , , ,296
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,1.41,0, , , , ,263266
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,23.94,0, , , , ,15413
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,7.23,0, , , , ,51138
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,14.95,0, , , , ,24700
20-29,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,14.05,0, , , , ,26384
20-29,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.21,0, , , , ,1763030
20-29,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,1.45,0, , , , ,258699
20-29,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0,~,0,0.28,0, , , , ,1336253
20-29,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,2.09,0, , , , ,179468
20-29,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,6.48,0, , , , ,57115
20-29,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.37,0, , , , ,1013046
